variant_id,title_long,product_type,handle,color,store_name
11187,Coal Black Silver and Gold Zari Weaved Silk Saree,silk saree,coal-black-silver-and-gold-zari-weaved-silk-saree,black - silver - gold,Store_A
11188,Coffee Color  Linen Cotton saree with Beautiful Digital print and Zari Lining Pallu,linen cotton saree,soft-linen-cotton-saree-with-beautiful-digital-print-and-zari-lining-all-over-with-tassels-at-pallu,coffee - color,Store_A
11189,Coffee Sambalpuri Cotton With Fancy Tassels Saree,cotton saree,coffee-sambalpuri-cotton-with-fancy-tassels-saree,coffee,Store_A
11190,Coffee Tassar silk Weaving With Beautiful Zari Border Saree,silk saree with border,coffee-tassar-silk-weaving-with-beautiful-zari-border-saree,coffee,Store_A
11191,Coin Gray Banarasi Cotton with Chikankari lakhnavi Weaving Saree,cotton saree,coin-gray-banarasi-cotton-with-chikankari-lakhnavi-weaving-saree,gray,Store_A
11192,Coin Gray Golden Checks Design Soft Raw Silk Saree,silk saree,coin-gray-golden-chex-design-soft-raw-silk-saree,gray - golden,Store_A
11193,Coin Gray Handloom Zari Weaving Silk Saree With Woven Border,silk saree with border,coin-gray-handloom-zari-weaving-silk-saree-with-woven-border,gray,Store_A
11194,Coin Grey Pure Paithani  Silk Saree With Silver Zari Border Blouse,silk saree with border and blouse,coin-grey-pure-paithani-silk-saree-with-silver-zari-weaving-border-blouse,grey - silver,Store_A
11195,Cookie Dough Zari Base Handloom Weaving Saree,saree,attractive-cream-zari-base-handloom-weaving-saree,other,Store_A
11196,Copper Tussar silk Pure Paithani With Pure Zari Woven Border Saree,silk saree with border,copper-tussar-silk-pure-paithani-with-pure-zari-woven-border-saree,copper,Store_A
11197,Copper Tussar Silk Saree With Ikkat Woven Border and Fancy Pallu,silk saree with border,tussar-silk-saree-with-ikkat-woven-border-and-fancy-pallu-1,copper,Store_A
11198,Coral Bead Copper Zari Handloom Weaving Silk Saree,silk saree,coral-bead-copper-zari-handloom-weaving-silk-saree,copper,Store_A
11199,Coral Peach All Over Design Soft Kanjivaram Silk Saree,silk saree,coral-peach-all-over-design-soft-kanjivaram-silk-saree,peach,Store_A
11200,Coral Pink Art silk Saree,silk saree,coral-pink-art-silk-saree,pink,Store_A
11201,Corn Yellow And Golden Zari Design Border With Blouse,border with blouse,and-golden-zari-butta-design-border-with-blouse-2,yellow - golden,Store_A
11202,Corn Yellow Linen Silk Saree With Blouse,linen silk saree with blouse,corn-yellow-linen-silk-saree-with-blouse,yellow,Store_A
11203,Cream Color Linen Cotton saree with Beautiful Digital print and Zari Lining Pallu,linen cotton saree,cream-color-linen-cotton-saree-with-beautiful-digital-print-and-zari-lining-pallu,cream - color,Store_A
11204,Cream color Soft Linen with Lucknowi weaving Border and Gota patti work,linen border patti,cream-color-soft-linen-with-lucknowi-weaving-border-and-gota-patti-work,cream - color,Store_A
11205,Cream Colour Handloom Linen Silk Saree With Grandeur Tissue Pallu,linen silk saree,cream-colour-handloom-linen-silk-saree-with-amazing-pallu,cream,Store_A
11206,Cream Colour ikkat Border Tassar Silk Saree With Blouse For Comfy look,silk saree with border and blouse,copy-of-auspicious-pine-green-zari-weaving-lichi-silk-saree-with-blouse,cream,Store_A
11207,Cream Colour Soft Handloom Zari Weaving Silk Saree,silk saree,copy-of-stone-blue-colour-soft-handloom-zari-weaving-silk-saree,cream,Store_A
11208,Cream Cotton Silk Saree With Ikkat Woven Designs Pallu And Blouse,cotton silk saree with blouse,soft-silk-saree-with-ikkat-woven-designs-pallu-and-blouse,cream,Store_A
11209,Cream Golden Zari Shine Kanjivaram Wedding Saree With Blouse,saree with blouse,cream-golden-zari-shine-kanjivaram-wedding-saree-with-blouse-1,cream - golden,Store_A
11210,Cream Handloom Linen saree With Meenakari weaved classic tissue pallu,linen saree,cream-handloom-linen-saree-with-meenakari-weaved-grand-classic-tissue-pallu,cream,Store_A
11211,Cream Jacquard Woven Design Saree With Embroidered Blouse,saree with blouse,pink-jacquard-woven-design-saree-with-embroidered-blouse-1,cream,Store_A
11212,Cream Linen Silk Sarees with Gold and Silver Zari Border,linen silk saree with border,cream-linen-silk-sarees-with-gold-and-silver-zari-border,cream - gold - silver,Store_A
11213,Cream Pure Tissue Linen With Silver Zari Weaves Temple Border Saree,linen saree with border,cream-pure-tissue-linen-with-silver-zari-weaves-temple-border-saree,cream - silver,Store_A
11214,Cream Semi Tussar Silk With Ikkat Weaves Checks Fancy Tassels Saree,silk saree,cream-semi-tussar-silk-with-ikkat-weaves-checks-fancy-tassels-saree,cream,Store_A
11215,Cream Tussar Silk Saree With Ikkat Woven Border and Fancy Pallu,silk saree with border,tussar-silk-saree-with-ikkat-woven-border-and-fancy-pallu-2,cream,Store_A
11216,Cream Woven Kanjivaram Wedding Saree With Blouse,saree with blouse,cream-woven-kanjivaram-wedding-saree-with-blouse,cream,Store_A
11217,Cream Zari Woven Linen Silk Saree With Matching Blouse,linen silk saree with blouse,zari-woven-linen-silk-saree-with-matching-blouse-1,cream,Store_A
11218,Creamy Cream zari Woven Paithani Silk Saree With Designer Red Blouse,silk saree with blouse,creamy-cream-zari-woven-paithani-silk-saree-with-designer-red-blouse,cream - red,Store_A
11219,Creamy Gold Shine Paithani Silk Saree with Flower Woven Zari border,silk saree with border,creamy-gold-shine-paithani-silk-saree-with-flower-woven-zari-border,gold,Store_A
11220,Creamy Off-white and Red Zari Border Silk Saree With Blouse,silk saree with border and blouse,creamy-off-white-and-red-zari-border-silk-saree-with-blouse,red,Store_A
11221,Creamy Off-White Kashmiri Modal Handloom Weaving Saree,saree,ight-brown-banarasi-silk-woven-saree,off-white,Store_A
11222,Creamy Pink & Golden zari Woven Kanjivaram Silk Saree With Blouse,silk saree with blouse,creamy-pink-golden-zari-woven-kanjivaram-silk-saree-with-blouse,pink - golden,Store_A
11223,Crepe Pink Banarasi Zari Weaving Silk saree,silk saree,crepe-pink-banarasi-zari-weaving-silk-saree,pink,Store_A
11224,Crepe Pink Handloom Zari Weaving Silk Saree With Woven Border,silk saree with border,crepe-pink-handloom-zari-weaving-silk-saree-with-woven-border,pink,Store_A
11225,Crepe Pink Linen Silk Saree With Zari Border,linen silk saree with border,flower-linen-silk-saree-with-zari-border-1,pink,Store_A
11226,Crimson Red Colour Kanjivaram  Silk Saree With Blouse,silk saree with blouse,red-colour-kanjivaram-zari-weaving-silk-saree-with-blouse,crimson - red,Store_A
11227,Crimson Red Golden Shine Kanjivaram Wedding Saree With Blouse,saree with blouse,crimson-red-golden-shine-kanjivaram-wedding-saree-with-blouse,crimson - red - golden,Store_A
11228,Crimson Red Paithani Silk Saree With Blouse,silk saree with blouse,crimson-red-paithani-silk-saree-with-blouse,crimson - red,Store_A
11229,Crow Black Kashmiri Modal Handloom Weaving Saree,saree,crow-black-kashmiri-modal-handloom-weaving-saree,black,Store_A
11230,Cyan Blue Cotton with Chikankari lakhnavi Weaving Saree,cotton saree,cyan-green-cotton-with-chikankari-lakhnavi-weaving-saree,cyan - blue,Store_A
11231,Cyan Green Soft Handloom Weaving Silk in Copper Zari,silk,cyan-green-soft-handloom-weaving-silk-in-copper-zari,cyan - green - copper,Store_A
11232,Dandelion Yellow Silk Saree with Zari Woven Border and Pallu,silk saree with border,silk-saree-with-zari-woven-border-and-pallu-3,yellow,Store_A
11233,Dark Blue Flower Designed Soft Banarasi katan Silk Saree,silk saree,flower-designed-soft-banarasi-katan-silk-saree-with-fancy-tassels-2,dark - blue,Store_A
11234,Dark Green 3D Chiffon Saree With Sequence Blouse,saree with blouse,dark-green-3d-velvet-chiffon-saree-with-sequence-blouse,dark - green,Store_A
11235,Dark Green Colour 3D Chiffon Saree With Sequence Blouse,saree with blouse,dark-green-colour-3d-velvet-chiffon-saree-with-sequence-blouse,dark - green,Store_A
11236,Dark Green Georgette Embroidery Border Saree,saree with border,dark-green-georgett-embroidery-border-saree,dark - green,Store_A
11237,Dark Green Lycra Saree with Thread and Sequins Embroidery Work,saree,dark-green-lycra-saree-with-thread-and-sequins-embroidery-work,dark - green,Store_A
11238,Dark Green Silk Embroidered Saree with yellow Blouse,silk saree with blouse,copy-of-honey-yellow-silk-embroidered-saree-with-peacock-blue-blouse,dark - green - yellow,Store_A
11239,Dark Green Silver and Gold Zari Weaved Silk Saree,silk saree,dark-green-silver-and-gold-zari-weaved-kanchipuram-silk-saree,dark - green - silver - gold,Store_A
11240,Dark Grey Fancy Tassel Border Saree,saree with border,dark-grey-fancy-tassel-border-saree,dark - grey,Store_A
11241,Dark Mauve Purple All Over Design Soft Kanjivaram Silk Saree,silk saree,dark-mauve-all-over-design-soft-kanjivaram-silk-saree,dark - purple,Store_A
11242,Dark Orchid Purple Soft Silk Saree In Handloom Weaving With Sequins,silk saree,dark-orchid-purple-soft-silk-saree-in-handloom-weaving-with-sequins,dark - orchid - purple,Store_A
11243,Dark Pine Paithani Silk Saree in Patched Border With Unique Latkan,silk saree with border,paithani-silk-saree-in-patched-border-with-designer-blouse,dark,Store_A
11244,Dark Pink & Golden Kanjivaram Wedding Saree With Blouse,saree with blouse,dark-pink-golden-kanjivaram-wedding-saree-with-blouse,dark - pink - golden,Store_A
11245,Dark Pink Banarasi Silk Saree with beautiful Meenakari pallu and border,silk saree with border,copy-of-orange-banarasi-silk-saree-with-meenakari-pallu-and-fancy-tassels,dark - pink,Store_A
11246,Dark Pink Banarasi Soft Silk Paithani Saree,silk saree,dark-pink-banarasi-soft-silk-paithani-saree,dark - pink,Store_A
11247,Dark Pink Banarasi Soft Silk Paithani With Zari Border Saree,silk saree with border,dark-pink-banarasi-soft-silk-paithani-with-zari-border-saree,dark - pink,Store_A
11248,Dark Pink Golden Zari Weaving Banarasi Silk Saree,silk saree,dark-pink-golden-zari-weaving-banarasi-silk-saree,dark - pink - golden,Store_A
11249,Dark Pink Kanjivaram Saree With Matching Pink Blouse,saree with blouse,copy-of-sea-green-kanjivaram-saree-with-matching-green-blouse,dark - pink - pink,Store_A
11250,Dark Pink Tassar silk Weaving With Beautiful Zari Border Saree,silk saree with border,dark-pink-tassar-silk-weaving-with-beautiful-zari-border-saree,dark - pink,Store_A
11251,Dark Pink Tessar Silk Weaving Saree,silk saree,dark-pink-tessar-silk-weaving-saree,dark - pink,Store_A
11252,Dark Pink Zari Weaving Banarasi Silk Saree,silk saree,dark-pink-zari-weaving-banarasi-silk-saree,dark - pink,Store_A
11253,Dark Punch Pink Kanjivaram Silk Saree With N Golden Zari Design,silk saree,dark-punch-pink-kanjivaram-silk-saree-with-n-golden-zari-design,dark - pink - golden,Store_A
11254,Dark Purple Colour 3D Chiffon Saree With Sequence Blouse,saree with blouse,dark-purple-colour-3d-velvet-chiffon-saree-with-sequence-blouse,dark - purple,Store_A
11255,Dark Purple Organza Saree With Floral Digital Print Saree,saree,dark-purple-organza-saree-with-floral-digital-print-saree,dark - purple,Store_A
11256,Dark Purple Soft banarasi katan silk saree,silk saree,dark-purple-soft-banarasi-katan-silk-saree,dark - purple,Store_A
11257,Dark Sky Blue Georgette Embroidery Border Saree,saree with border,dark-sky-blue-georgett-embroidery-border-saree,dark - blue,Store_A
11258,Dark Sky Blue Soft Organza Silk With Beautiful Floral Print Saree,silk saree,dark-sky-blue-soft-organza-silk-with-beautiful-floral-print-saree,dark - blue,Store_A
11259,Dazzling Green and Orange Patola  Kanjivaram Silk Saree With Blouse,silk saree with blouse,dazzling-green-and-orange-patola-kanjivaram-silk-saree-with-blouse,green - orange,Store_A
11260,Deep Pink Gold Zari Woven Kanjivaram Silk Saree With Blouse,silk saree with blouse,deep-pink-gold-zari-woven-kanjivaram-silk-saree,pink - gold,Store_A
11261,Deep Sky Blue Bandhani Design Silk Saree With Embroidery Work Blouse,silk saree with blouse,bandhani-design-silk-saree-with-embroidery-work-blouse,blue,Store_A
11262,Deep Sky Blue Colour Cotton Silk Saree  With Plan Blouse,cotton silk saree with blouse,deep-sky-blue-colour-cotton-silk-saree-with-plan-blouse,blue,Store_A
11263,Deep Sky Blue Woven Paithani Silk Saree With Designer Blouse,silk saree with blouse,deep-sky-blue-woven-paithani-silk-saree-with-designer-blouse,blue,Store_A
11264,Denim Blue & Golden Zari Banarasi Silk Saree With Blouse,silk saree with blouse,denim-blue-golden-zari-banarasi-silk-saree-with-blouse,blue - golden,Store_A
11265,Denim Blue Kanjivaram Silk Saree With Zari Border Blouse,silk saree with border and blouse,denim-blue-kanjivaram-silk-saree-with-zari-border-blouse,blue,Store_A
11266,Denim Blue Kashmiri Modal Handloom Weaving Saree,saree,denim-blue-kashmiri-modal-handloom-weaving-saree,blue,Store_A
11267,Denim Blue Soft Blender Silk Weaving Silver Zari Saree With Blouse,silk saree with blouse,denim-blue-soft-blender-silk-weaving-silver-zari-saree-with-blouse,blue - silver,Store_A
11268,Denim Blue Woven Patola Silk Saree with Classic Border,silk saree with border,denim-blue-woven-patola-silk-saree-with-classic-border,blue,Store_A
11269,Denim Navy Blue Woven Paithani Silk Saree With Blouse,silk saree with blouse,denim-navy-blue-printed-woven-paithani-silk-saree-with-blouse,navy - blue,Store_A
11270,Designer Soft Cotton Linen Woven Saree In Apricot Orange,cotton linen saree,copy-of-self-design-soft-cotton-linen-woven-saree-in,orange,Store_A
11271,Designer Soft Cotton Linen Woven Saree In Black,cotton linen saree,designer-soft-cotton-linen-woven-saree-in-3,black,Store_A
11272,Designer Soft Cotton Linen Woven Saree In Denim Blue,cotton linen saree,designer-soft-cotton-linen-woven-saree-in-1,blue,Store_A
11273,Designer Soft Cotton Linen Woven Saree In Magenta Pink,cotton linen saree,soft-cotton-kalamkari-print-saree-3,magenta - pink,Store_A
11274,Designer Soft Cotton Linen Woven Saree In Ocean Blue,cotton linen saree,designer-soft-cotton-linen-woven-saree-in,blue,Store_A
11275,Designer Soft Cotton Linen Woven Saree In Rani Pink,cotton linen saree,designer-soft-cotton-linen-woven-saree-in-2,pink,Store_A
11276,Dusty Red Tussar Silk Copper Zari Weaving Saree,silk saree,dusty-red-tussar-silk-copper-zari-weaving-saree,red - copper,Store_A
11277,Eggplant Purple Pure Jacquard With Beautiful Tassels Wedding Wear Saree,saree,eggplant-purple-pure-jacquard-with-beautiful-tassels-wedding-wear-saree,purple,Store_A
11278,Elephant Gray Handloom Zari Weaving Silk Saree With Woven Border,silk saree with border,elephant-gray-handloom-zari-weaving-silk-saree-with-woven-border,gray,Store_A
11279,Emerald Green Exclusive Border Zari Waving Saree With Woven Pallu,saree with border,emerald-green-exclusive-border-embroidered-saree-with-woven-pallu,green,Store_A
11280,Emerald Green Golden Zari Butta Design Border With Blouse,border with blouse,emerald-green-golden-zari-butta-design-border-with-blouse,green - golden,Store_A
11281,Emerald Green Handloom Weaving Silk with Gotta lace border,silk with border,emerald-green-handloom-weaving-silk-with-gotta-lace-border,green,Store_A
11282,Emerald Green Paithani Silk Saree with Golden Zari Woven Border,silk saree with border,emerald-green-paithani-silk-saree-with-golden-zari-woven-border,green - golden,Store_A
11283,Exclusive Blue Pure Patola Silk With Fancy Tassels Saree,silk saree,exclusive-blue-pure-patola-silk-with-tassels-attached-saree,blue,Store_A
11284,Exclusive Green Pure Patola Silk With Fancy Tassels Saree,silk saree,exclusive-green-pure-patola-silk-with-fancy-tassels-saree,green,Store_A
11285,Exclusive Orange Pure Patola Silk With Fancy Tassels Saree,silk saree,exclusive-orange-pure-patola-silk-with-fancy-tassels-saree,orange,Store_A
11286,Exclusive Pink Pure Patola Silk With Fancy Tassels Saree,silk saree,exclusive-pink-pure-patola-silk-with-fancy-tassels-saree,pink,Store_A
11287,Exclusive Rama Blue Pure Patola Silk With Fancy Tassels Saree,silk saree,exclusive-rama-blue-pure-patola-silk-with-fancy-tassels-saree,blue,Store_A
11288,Exclusive Red Pure Patola Silk With Fancy Tassels Saree,silk saree,exclusive-red-pure-patola-silk-with-fancy-tassels-saree,red,Store_A
11289,Extravagant White Woven Patola Silk Saree with Classic Border,silk saree with border,extravagant-white-woven-patola-silk-saree-with-classic-border,white,Store_A
11290,Fabulous Army Green Soft Cotton Silk Patola Saree,cotton silk saree,fabulous-army-green-soft-cotton-silk-patola-saree,green,Store_A
11291,Fabulous Dark Purple Soft Cotton Silk Patola Saree,cotton silk saree,fabulous-dark-purple-soft-cotton-silk-patola-saree,dark - purple,Store_A
11292,Fabulous Dark Sky Blue Soft Cotton Silk Patola Saree,cotton silk saree,fabulous-dark-sky-blue-soft-cotton-silk-patola-saree,dark - blue,Store_A
11293,Fabulous Gray Soft Cotton Silk Patola Saree,cotton silk saree,fabulous-gray-soft-cotton-silk-patola-saree,gray,Store_A
11294,Fabulous Green & Pink Soft Cotton Silk Patola Saree,cotton silk saree,fabulous-green-pink-soft-cotton-silk-patola-saree,green - pink,Store_A
11295,Fabulous Green & Teal Blue Soft Cotton Silk Patola Saree,cotton silk saree,fabulous-green-teal-blue-soft-cotton-silk-patola-saree,green - teal - blue,Store_A
11296,Fabulous Orange & Red Soft Cotton Silk Patola Saree,cotton silk saree,fabulous-orange-red-soft-cotton-silk-patola-saree,orange - red,Store_A
11297,Fabulous Rosewood Soft Cotton Silk Patola Saree,cotton silk saree,fabulous-rosewood-soft-cotton-silk-patola-saree,other,Store_A
11298,Fabulous White & Dark Pink Soft Cotton Silk Patola Saree,cotton silk saree,fabulous-white-dark-pink-soft-cotton-silk-patola-saree,white - dark - pink,Store_A
11299,Fabulous White & Dark Sky Blue Soft Cotton Silk Patola Saree,cotton silk saree,fabulous-white-dark-sky-blue-soft-cotton-silk-patola-saree,white - dark - blue,Store_A
11300,Fabulous White & Red Soft Cotton Silk Patola Saree,cotton silk saree,fabulous-white-red-soft-cotton-silk-patola-saree,white - red,Store_A
11301,Fabulous White & Yellow Soft Cotton Silk Patola Saree,cotton silk saree,fabulous-white-soft-cotton-silk-patola-saree,white - yellow,Store_A
11302,Fabulous White Zari Base Handloom Weaving Saree,saree,fabulous-white-zari-base-handloom-weaving-saree,white,Store_A
11303,Facia Pink All Over Design Soft Kanjivaram Silk Saree,silk saree,facia-pink-all-over-design-soft-kanjivaram-silk-saree,pink,Store_A
11304,Fandango Pure Jacquard With Beautiful Tassels Wedding Wear Saree,saree,fandango-pure-jacquard-with-beautiful-tassels-wedding-wear-saree,other,Store_A
11305,Fantastic Morpinch Color Soft handloom Weaving Silk Saree with Blouse,silk saree with blouse,fantastic-morpinch-color-soft-handloom-weaving-silk-saree-with-blouse,color,Store_A
11306,Fantastic Multy Color Woven Patola Silk Saree with Classic Border,silk saree with border,fantastic-multy-color-woven-patola-silk-saree-with-classic-border,multy - color,Store_A
11307,Fashionable Party wear Black Colour  Kanjivaram Silk Saree With Blouse,silk saree with blouse,fashionable-party-wear-black-colour-kanjivaram-silk-saree-with-blouse,black,Store_A
11308,Fern Green Flower Linen Silk Saree With Zari Border,linen silk saree with border,flower-linen-silk-saree-with-zari-border-2,green,Store_A
11309,Fern Green Lucknowi Work Silk Saree With Designer Blouse,silk saree with blouse,lucknowi-work-cotton-silk-saree-with-designer-blouse,green,Store_A
11310,Fiery Rose Designer Kanjivaram Silk Saree With Embroidered Blouse,silk saree with blouse,designer-kanjivaram-silk-saree-with-embroidered-blouse-1,rose,Store_A
11311,Fire Orange & Golden Zari Woven Kanjivaram Saree With Blouse,saree with blouse,fire-orange-golden-zari-woven-kanjivaram-saree-with-blouse,orange - golden,Store_A
11312,Fire Orange and Purple Combination Attractive Paithani Silk Saree,silk saree,fire-orange-and-purple-combination-attractive-paithani-silk-saree,orange - purple,Store_A
11313,Fire Orange Golden Shine Kanjivaram Wedding Saree With Blouse,saree with blouse,copy-of-mulberry-purple-shine-kanjivaram-wedding-saree-with-blouse,orange - golden,Store_A
11314,Fire Orange Paithani Silk Saree With Blouse,silk saree with blouse,fire-orange-paithani-silk-saree-with-blouse,orange,Store_A
11315,Fire Yellow Paithani Silk Saree in Patched Border with Unique Latkan,silk saree with border,fire-yellow-paithani-silk-saree-in-patched-border-with-unique-latkan,yellow,Store_A
11316,Firoji Blue Linen Silk Saree With Zari Woven Pallu & Border With Blouse,linen silk saree with border and blouse,linen-silk-saree-with-zari-woven-pallu-border-with-blouse-1,blue,Store_A
11317,Firoji Green Soft Linen Tissue Silk With Fancy Tassels Saree,linen silk saree,firoji-green-soft-linen-tissue-silk-with-fancy-tassels-saree,green,Store_A
11318,Firozi Blue Soft Mulberry Silk Weaving Saree,silk saree,firozi-blue-soft-mulberry-silk-weaving-saree,blue,Store_A
11319,Firozi color Banarasi Cotton with Chikankari lakhnavi Weaving Saree,cotton saree,firozi-color-banarasi-cotton-with-chikankari-lakhnavi-weaving-saree,color,Store_A
11320,Firozi Color Exclusive Zari Border Saree With Woven Pallu,saree with border,firozi-color-exclusive-zari-border-saree-with-woven-pallu,color,Store_A
11321,Flamingo Pink & Golden Zari Banarasi Silk Saree With Blouse,silk saree with blouse,copy-of-army-green-golden-zari-banarasi-silk-saree-with-blouse,pink - golden,Store_A
11322,Flamingo Pink Zari Design Silk Saree With Matching Blouse,silk saree with blouse,flamingo-pink-zari-woven-silk-saree-with-matching-blouse,pink,Store_A
11323,Flint Gray Cotton with Chikankari lakhnavi Weaving Saree,cotton saree,flint-gray-cotton-with-chikankari-lakhnavi-weaving-saree,gray,Store_A
11324,Flower Pink Soft Silk Golden Zari weaving with contrast blouse,silk blouse,flower-pink-soft-silk-golden-zari-weaving-with-contrast-blouse,pink - golden,Store_A
11325,Forest Green Kanjivaram Saree With Matching Green Blouse,saree with blouse,copy-of-dark-pink-kanjivaram-saree-with-matching-pink-blouse,green - green,Store_A
11326,Forest Green Silk Embroidered Saree With Lime Blouse,silk saree with blouse,copy-2,green - lime,Store_A
11327,Forest Green Tussar Silk Saree With Ikkat Woven Border and Fancy Pallu,silk saree with border,tussar-silk-saree-with-ikkat-woven-border-and-fancy-pallu-3,green,Store_A
11328,French Blue Color Soft Patola Silk Saree with Pink blouse,silk saree with blouse,color-soft-patola-silk-saree,blue - color - pink,Store_A
11329,French Rose Purple Kanjivaram Silk Saree With Golden Zari Design,silk saree,french-rose-purple-kanjivaram-silk-saree-with-golden-zari-design,rose - purple - golden,Store_A
11330,Fresh Pink Lycra Saree with Thread and Sequins Embroidery Work,saree,fresh-pink-lycra-saree-with-thread-and-sequins-embroidery-work,pink,Store_A
11331,Fuscia Pink Bandhani Design Silk Saree With Embroidery Work Blouse,silk saree with blouse,bandhani-design-silk-saree-with-embroidery-work-blouse-3,pink,Store_A
11332,Fuscia Pink Handloom Zari Weaving Silk Saree With Blouse,silk saree with blouse,copy-of-pine-green-handloom-zari-weaving-silk-saree-with-blouse,pink,Store_A
11333,Fuscia Pink Leheriya zari Weaving Soft Silk Saree With Heavy Pallu,silk saree,fuscia-pink-leheriya-zari-weaving-soft-silk-saree-with-heavy-pallu,pink,Store_A
11334,Fuscia Pink Silk Saree with Zari Woven Border and Pallu,silk saree with border,silk-saree-with-floral-woven-border-and-pallu-2,pink,Store_A
11335,Garnet Red Tussar Silk Saree With Ikkat Woven Border and Fancy Pallu,silk saree with border,tussar-silk-saree-with-ikkat-woven-border-and-fancy-pallu-5,red,Store_A
11336,Glossy Purple Colour Soft Handloom Zari Weaving Silk Saree,silk saree,copy-of-wine-colour-soft-handloom-zari-weaving-silk-saree,purple,Store_A
11337,Gold Sambalpuri Cotton With Fancy Tassels Saree,cotton saree,gold-sambalpuri-cotton-with-fancy-tassels-saree,gold,Store_A
11338,Gold Woven Banarasi Silk Saree With Blouse,silk saree with blouse,gold-woven-banarasi-silk-saree-with-blouse,gold,Store_A
11339,Gold Yellow Leheriya zari Weaving Soft Silk Saree With Heavy Pallu,silk saree,gold-yellow-leheriya-zari-weaving-soft-silk-saree-with-heavy-pallu,gold - yellow,Store_A
11340,Gold Yellow With Golden Zari Border Soft Ghiccha Silk Saree,silk saree with border,pastel-with-golden-zari-border-soft-ghiccha-silk-saree-1,gold - yellow - golden,Store_A
11341,Golden  Paithani Saree With dark Green blouse,saree with blouse,copy-of-golden-cream-paithani-saree-with-maroon-blouse,golden - dark - green,Store_A
11342,Golden Art silk Saree,silk saree,golden-art-silk-saree,golden,Store_A
11343,Golden Beige Banarasi Cotton with Chikankari lakhnavi Weaving Saree,cotton saree,golden-beige-banarasi-cotton-with-chikankari-lakhnavi-weaving-saree,golden - beige,Store_A
11344,Golden Soft Silk Sarees with Golden Zari,silk saree,golden-soft-silk-sarees-with-golden-zari,golden - golden,Store_A
11345,Golden soft Silk Sarees With Zari Border,silk saree with border,golden-soft-silk-sarees-with-zari-border,golden,Store_A
11346,Goldfish Orange Soft Cotton Kalamkari Print Saree,cotton saree,soft-cotton-kalamkari-print-saree-1,orange,Store_A
11347,Graceful Pista Lenen Silk Saree With Blouse,silk saree with blouse,graceful-pista-lenen-silk-saree-with-blouse,pista,Store_A
11348,Grand Light Orange Tissue Woven Silk Saree With Blouse,silk saree with blouse,grand-light-orange-tissue-woven-silk-saree-with-blouse,light - orange,Store_A
11349,Granola Yellow Lucknowi Cotton Silk Saree With work Blouse,cotton silk saree with blouse,granola-yellow-lucknowi-cotton-silk-saree-with-plan-blouse,yellow,Store_A
11350,Gray And Wine Cord and Sequins Embroidery Saree with Blouse,saree with blouse,gray-and-wine-cord-and-sequins-embroidery-saree-with-blouse,gray - wine,Store_A
11351,Gray Beautiful Raw Silk Silver Zari Checks Saree,silk saree,gray-beautiful-raw-silk-silver-zari-checks-saree,gray - silver,Store_A
11352,Gray color 3D Chiffon Saree With Sequence Blouse,saree with blouse,gray-color-3d-velvet-chiffon-saree-with-sequence-blouse,gray - color,Store_A
11353,Gray Color Modal Handloom Weaving Silk with Gotta lace border,silk with border,modal-handloom-weaving-silk,gray - color,Store_A
11354,Gray Color Soft Raw Silk Saree with Checks Blouse,silk saree with blouse,grey-color-soft-raw-silk-saree-with-checks-blouse,gray - color,Store_A
11355,Gray Handloom Linen saree With Meenakari weaved classic tissue pallu,linen saree,lavender-handloom-linen-saree-with-meenakari-weaved-classic-tissue-pallu,gray,Store_A
11356,Gray Linen Silk Saree With Zari Woven Pallu & Border With Blouse,linen silk saree with border and blouse,linen-silk-saree-with-zari-woven-pallu-border-with-blouse-2,gray,Store_A
11357,Gray Linen Silk Sarees with Gold and Silver Zari Border,linen silk saree with border,gray-linen-silk-sarees-with-gold-and-silver-zari-border,gray - gold - silver,Store_A
11358,Gray Pure Linen Saree With Different Beautiful Designs Saree,linen saree,gray-pure-linen-saree-with-different-beautiful-designs-saree,gray,Store_A
11359,Gray Pure Tussar Silk Jamdani Weaving With Exclusive Fancy Tassels Saree,silk saree,gray-pure-tussar-silk-jamdani-weaving-with-exclusive-fancy-tassels-saree,gray,Store_A
11360,Gray Sambalpuri Cotton With Fancy Tassels Saree,cotton saree,gray-sambalpuri-cotton-with-fancy-tassels-saree,gray,Store_A
11361,Gray shade Soft Linen with Lucknowi weaving Border and Gota patti work,linen border patti,gray-shade-soft-linen-with-lucknowi-weaving-border-and-gota-patti-work,gray,Store_A
11362,Gray Soft Linen Tissue Silk With Fancy Tassels Saree,linen silk saree,grey-soft-linen-tissue-silk-with-fancy-tassels-saree,gray,Store_A
11363,Gray Soft Mulberry Silk Weaving Saree,silk saree,gray-soft-mulberry-silk-weaving-saree,gray,Store_A
11364,Gray Soft Slub Silk Golden Zari Saree with Matching Blouse,silk saree with blouse,gray-soft-slub-silk-golden-zari-saree-with-matching-blouse,gray - golden,Store_A
11365,Gray Tassar silk Weaving With Beautiful Zari Border Saree,silk saree with border,gray-tassar-silk-weaving-with-beautiful-zari-border-saree,gray,Store_A
11366,Gray Tussar Silk Saree With Ikkat Woven Border and Fancy Pallu,silk saree with border,tussar-silk-saree-with-ikkat-woven-border-and-fancy-pallu-4,gray,Store_A
11367,Green 3D Chiffon Saree With Sequence Blouse,saree with blouse,green-3d-velvet-chiffon-saree-with-sequence-blouse,green,Store_A
