variant_id,title_long,product_type,handle,color,store_name
10001,Abstract Green Jacquard Woven Design Saree With Embroidered Blouse,saree with blouse,abstract-green-jacquard-woven-design-saree-with-embroidered-blouse,green,Store_A
10002,Abstract leopard Print Satin Crepe Trendy Saree in White and Blue,satin saree,abstract-leopard-print-satin-crepe-trendy-saree-in-white-and-blue,white - blue,Store_A
10003,Abstract leopard Print Satin Crepe Trendy Saree in White and Red,satin saree,abstract-leopard-print-satin-crepe-trendy-saree-in-white-and-red,white - red,Store_A
10004,Abstract Print Satin Crepe Trendy Saree in Baby Pink,satin saree,abstract-print-satin-crepe-trendy-saree-in-baby-pink,pink,Store_A
10005,Abstract Print Satin Crepe Trendy Saree in Black and White,satin saree,causal-wear-abstract-print-satin-crepe-saree-in-black-and-white,black - white,Store_A
10006,Abstract Print Satin Crepe Trendy Saree in Blue,satin saree,abstract-print-satin-crepe-trendy-saree-in-blue,blue,Store_A
10007,Abstract Print Satin Crepe Trendy Saree in Green and White color,satin saree,abstract-print-satin-crepe-trendy-saree-in-green-and-white,green - white - color,Store_A
10008,Abstract Print Satin Crepe Trendy Saree in Pastel Green,satin saree,abstract-print-satin-crepe-trendy-saree-in-pastel-green,green,Store_A
10009,Abstract Print Satin Crepe Trendy Saree in Rani Pink,satin saree,abstract-print-satin-crepe-trendy-saree-in-rani-pink,pink,Store_A
10010,Abstract Print Satin Crepe Trendy Saree in White,satin saree,abstract-print-satin-crepe-trendy-saree-in-white,white,Store_A
10011,Adorable Multy Color Brasso Silk saree with Work Blouse,silk saree with blouse,adorable-multy-color-brasso-silk-saree-with-work-blouse,multy - color,Store_A
10012,Adorable Pink Color Soft handloom Weaving Silk Saree with Blouse,silk saree with blouse,adorable-pink-color-soft-handloom-weaving-silk-saree-with-blouse,pink - color,Store_A
10013,Aegean Blue Handloom Weaving Silk with Gotta lace border,silk with border,aegean-blue-handloom-weaving-silk-with-gotta-lace-border,blue,Store_A
10014,Aegean Blue Tussar Silk Copper Zari Weaving Saree,silk saree,tessar-silk-copper-zari-weaving-saree,blue - copper,Store_A
10015,Airforce Blue Kashmiri Modal Handloom Weaving Saree,saree,airforce-blue-kashmiri-modal-handloom-weaving-saree,blue,Store_A
10016,Alluring Brown And Orange Patola Silk Saree,silk saree,alluring-brown-and-pink-patola-silk-saree,brown - orange,Store_A
10017,Alluring Green  And Pink Patola Silk Saree,silk saree,alluring-green-patola-silk-saree,green - pink,Store_A
10018,Alluring Green  And Pink Patola Silk Saree,silk saree,alluring-green-and-pink-patola-silk-saree,green - pink,Store_A
10019,Alluring Green And Pink Patola Silk Saree,silk saree,alluring-green-and-pink-patola-silk-saree-1,green - pink,Store_A
10020,Alluring Maroon And Green Patola Silk Saree,silk saree,alluring-maroon-and-green-patola-silk-saree,maroon - green,Store_A
10021,Alluring Off-white And Red Patola Silk Saree,silk saree,alluring-off-white-and-red-patola-silk-saree,red,Store_A
10022,Alluring Orange And Green Patola Silk Saree,silk saree,alluring-orange-and-green-patola-silk-saree,orange - green,Store_A
10023,Alluring Sky Blue Patola Silk Saree,silk saree,alluring-sky-blue-patola-silk-saree,blue,Store_A
10024,Alluring Yellow patola silk saree,silk saree,alluring-yellow-patola-silk-saree,yellow,Store_A
10025,Almond Brown Colour 3D Chiffon Saree With Sequence Blouse,saree with blouse,almond-brown-colour-3d-velvet-chiffon-saree-with-sequence-blouse,brown,Store_A
10026,Amber Green Woven Patola Silk Saree with Classic Border,silk saree with border,woven-patola-silk-saree-with-classic-border,green,Store_A
10027,Amber Orange & Golden Zari Woven Kanjivaram Saree With Blouse,saree with blouse,amber-orange-golden-zari-woven-kanjivaram-saree-with-blouse,orange - golden,Store_A
10028,Amber Orange Shine Kanjivaram Wedding Saree With Blouse,saree with blouse,amber-orange-shine-kanjivaram-wedding-saree-with-blouse,orange,Store_A
10029,Anchor Gray Soft Silk Golden Zari weaving with contrast blouse,silk blouse,anchor-gray-soft-silk-golden-zari-weaving-with-contrast-blouse,gray - golden,Store_A
10030,Apple Red Silk Saree with Floral Woven Border and Pallu,silk saree with border,copy-of-abstract-green-jacquard-woven-design-saree-with-embroidered-blous,red,Store_A
10031,Aqua Blue Paithani Silk Saree with Golden Zari Woven Border,silk saree with border,paithani-silk-saree-with-golden-zari-woven-border,blue - golden,Store_A
10032,Aqua Green And Grey Cord and Sequins Embroidery Saree with Blouse,saree with blouse,aqua-green-and-grey-cord-and-zari-embroidery-saree-with-blouse,green - grey,Store_A
10033,Army Green & Golden Zari Banarasi Silk Saree With Blouse,silk saree with blouse,army-green-golden-zari-banarasi-silk-saree-with-blouse,green - golden,Store_A
10034,Army Green Kanjivaram Silk Saree With Zari Border Blouse,silk saree with border and blouse,army-green-kanjivaram-silk-saree-with-zari-border-blouse,green,Store_A
10035,Art Design Morpinch Color Brasso Silk Saree and Blouse,silk saree with blouse,art-design-morpinch-color-brasso-silk-saree-and-blouse,color,Store_A
10036,Asparagus Green Linen Silk Saree With Blouse,linen silk saree with blouse,asparagus-green-line-silk-saree-with-blouse,green,Store_A
10037,Assure Blue Golden Checks Design Soft Raw Silk Saree,silk saree,assure-blue-golden-checks-design-soft-raw-silk-saree,blue - golden,Store_A
10038,Assure Blue Lycra Saree with Thread and Sequins Embroidery Work,saree,assure-blue-lycra-saree-with-thread-and-sequins-embroidery-work,blue,Store_A
10039,Attractive Blue & Green  Patola Silk Saree,silk saree,attractive-blue-green-patola-silk-saree,blue - green,Store_A
10040,Attractive Cream Tessar Silk Weaving Saree,silk saree,attractive-white-tessar-silk-weaving-saree,cream,Store_A
10041,Attractive Dark Pink & Green Patola Silk Saree,silk saree,copy-of-attractive-dark-pink-green-patola-silk-saree,dark - pink - green,Store_A
10042,Attractive Gold Woven Banarasi Silk Saree With Blouse,silk saree with blouse,attractive-gold-woven-banarasi-silk-saree-with-blouse,gold,Store_A
10043,Attractive Green & Pink Patola Silk Saree,silk saree,attractive-pink-green-patola-silk-saree-1,green - pink,Store_A
10044,Attractive Green & Pink Patola Silk Saree,silk saree,copy-of-attractive-green-pink-patola-silk-saree,green - pink,Store_A
10045,Attractive Green & Wine Patola Silk Saree,silk saree,attractive-green-wine-patola-silk-saree,green - wine,Store_A
10046,Attractive Look SkyBlue Kanjivaram Silk Saree With Blouse,silk saree with blouse,attractive-look-skyblue-kanjivaram-silk-saree-with-blouse,other,Store_A
10047,Attractive Parrote Green & Pink Patola Silk Saree,silk saree,attractive-parrote-green-pink-patola-silk-saree,green - pink,Store_A
10048,Attractive Pink & Green Patola Silk Saree,silk saree,attractive-pink-green-patola-silk-saree,pink - green,Store_A
10049,Attractive Red & Green Patola Silk Saree,silk saree,copy-of-attractive-red-green-patola-silk-saree,red - green,Store_A
10050,Attractive Yellow & Green  Patola Silk Saree,silk saree,attractive-yellow-green-patola-silk-saree,yellow - green,Store_A
10051,Attractive Yellow & Pink Patola Silk Saree,silk saree,attractive-yellow-pink-patola-silk-saree,yellow - pink,Store_A
10052,Aureolin Yellow Banarasi Silk Saree with Golden Zari Woven Border,silk saree with border,aureolin-yellow-banarasi-silk-saree-with-golden-zari-woven-border,yellow - golden,Store_A
10053,Azalea Pink Modal Sequins Weaving Added Silk Saree,silk saree,azalea-pink-modal-sequins-weaving-added-silk-saree,pink,Store_A
10054,Azure Blue & Golden Shine Kanjivaram Wedding Saree With Blouse,saree with blouse,azure-blue-golden-shine-kanjivaram-wedding-saree-with-blouse,blue - golden,Store_A
10055,Azure Blue & Golden Zari Woven Kanjivaram Saree With Blouse,saree with blouse,azure-blue-golden-zari-woven-kanjivaram-saree-with-blouse,blue - golden,Store_A
10056,Azure Purple & Golden Zari Banarasi Silk Saree With Blouse,silk saree with blouse,azure-purple-golden-zari-banarasi-silk-saree-with-blouse,purple - golden,Store_A
10057,Baby Blue Pure Tissue Linen With Silver Zari Weaves Temple Border Saree,linen saree with border,baby-blue-pure-tissue-linen-with-silver-zari-weaves-temple-border-saree,blue - silver,Store_A
10058,Baby Blue Soft Cotton Kalamkari Print Saree,cotton saree,copy-of-rosewood-pink-soft-cotton-kalamkari-print-saree,blue,Store_A
10059,Baby Blue Woven Banarasi Silk Saree With Blouse,silk saree with blouse,baby-blue-woven-banarasi-silk-saree-with-blouse,blue,Store_A
10060,Baby Pink and Grey Cord and Zari Embroidery Saree with Blouse,saree with blouse,baby-pink-and-grey-cord-and-zari-embroidery-saree-with-blouse,pink - grey,Store_A
10061,Baby Pink Banarasi Soft Silk Paithani With Zari Border Saree,silk saree with border,baby-pink-banarasi-soft-silk-paithani-with-zari-border-saree,pink,Store_A
10062,Baby Pink Georgette Embroidery Border Saree,saree with border,baby-pink-georgett-embroidery-border-saree,pink,Store_A
10063,Baby Pink Golden Zari Weaving Banarasi Silk Saree,silk saree,baby-pink-golden-zari-weaving-banarasi-silk-saree,pink - golden,Store_A
10064,Baby Pink Linen Silk Sarees with Gold and Silver Zari Border,linen silk saree with border,baby-pink-linen-silk-sarees-with-gold-and-silver-zari-border,pink - gold - silver,Store_A
10065,Baby Pink Patola Gold Zari Weaving Silk Saree,silk saree,baby-pink-patola-gold-zari-weaving-silk-saree,pink - gold,Store_A
10066,Baby Pink Pure Tissue Linen With Silver Zari Weaves Temple Border Saree,linen saree with border,baby-pink-pure-tissue-linen-with-silver-zari-weaves-temple-border-saree,pink - silver,Store_A
10067,Baby Pink Soft Bamboo silk Saree with Golden Zari border and pallu,silk saree with border,baby-pink-soft-bamboo-silk-saree-with-golden-zari-border-and-pallu,pink - golden,Store_A
10068,Baby Pink Soft Kasturi Linen Silk Saree,linen silk saree,baby-pink-soft-kasturi-linen-silk-saree,pink,Store_A
10069,Baby Pink Soft Organza Silk With Beautiful Floral Print Saree,silk saree,baby-pink-soft-organza-silk-with-beautiful-floral-print-saree,pink,Store_A
10070,Baby Pink Zari Base Handloom Weaving Saree,saree,baby-pink-zari-base-handloom-weaving-saree,pink,Store_A
10071,Baby Pink Zari Woven Linen Silk Saree With Matching Blouse,linen silk saree with blouse,zari-woven-linen-silk-saree-with-matching-blouse-4,pink,Store_A
10072,Banana Light Yellow Lenen Silk Saree With Blouse,silk saree with blouse,banana-light-yellow-lenen-silk-saree-with-blouse,light - yellow,Store_A
10073,Bandhej Design Yellow Color Brasso Silk Saree and Blouse,silk saree with blouse,bandhej-design-yellow-color-brasso-silk-saree-and-blouse,yellow - color,Store_A
10074,Barry Blue & green Patola  Kanjivaram Silk Saree With Blouse,silk saree with blouse,barry-blue-orange-patola-kanjivaram-silk-saree-with-blouse,blue - green,Store_A
10075,Basil Green & Golden Zari Woven Kanjivaram Saree With Blouse,saree with blouse,basil-green-golden-zari-woven-kanjivaram-saree-with-blouse,green - golden,Store_A
10076,Basil Green Colour Tassar Silk Weaving Saree With Beautiful Zari Woven Work,silk saree,copy-of-yellow-colour-handloom-linen-silk-saree-with-grandeur-tissue-pallu,green,Store_A
10077,Basil Green Temple Bordered Paithani Silk Saree With Red blouse,silk saree with blouse,copy-of-pine-green-and-silver-paithani-silk-saree-with-pink-blouse,green - red,Store_A
10078,Batique Design Turmeric Color Brasso Silk Saree,silk saree,batique-design-turmeric-color-saree-with-matching-blouse,color,Store_A
10079,Beautiful Baby Pink Litchi Silk Saree With Rich Pallu And Blouse,silk saree with blouse,beautiful-baby-pink-litchi-silk-saree-with-rich-pallu,pink,Store_A
10080,Beautiful Green Zari Base Handloom Weaving Saree,saree,beautiful-green-zari-base-handloom-weaving-saree,green,Store_A
10081,Beautiful Hot Purple Shine Kanjivaram Wedding Saree With Blouse,saree with blouse,beautiful-hot-pink-shine-kanjivaram-wedding-saree-with-blouse,purple,Store_A
10082,Beauty Black Leheriya zari Weaving Soft Silk Saree With Heavy Pallu,silk saree,beauty-black-leheriya-zari-weaving-soft-silk-saree-with-heavy-pallu,black,Store_A
10083,Beauty Black Soft Raw Silk Saree with Checks Blouse,silk saree with blouse,beauty-black-soft-raw-silk-saree-with-checks-blouse,black,Store_A
10084,Beige color Handloom Zari Weaving Silk Saree With Woven Border,silk saree with border,cream-color-handloom-zari-weaving-silk-saree-with-woven-border,beige - color,Store_A
10085,Beige color modal Silk With Silver Zari Weaving Sari With Matching Blouse,silk saree with blouse,beige-color-modal-silk-with-silver-zari-weaving-sari-with-matching-blouse,beige - color - silver,Store_A
10086,Beige Fancy Tassel Border Saree,saree with border,biege-fancy-tassel-border-saree,beige,Store_A
10087,Beige Kanjivaram Zari Weaving Silk Saree With Woven Butti and border,silk saree with border,beige-kanjivaram-zari-weaving-silk-saree-with-woven-butti-and-border,beige,Store_A
10088,Beige Kanjivaram Zari Weaving Silk Saree With Woven Butti and border,silk saree with border,beige-kanjivaram-zari-weaving-silk-saree-with-woven-butti-and-border-1,beige,Store_A
10089,Beige Kanjivaram Zari Weaving Silk Saree With Woven Butti and border,silk saree with border,beige-kanjivaram-zari-weaving-silk-saree-with-woven-butti-and-border-2,beige,Store_A
10090,Beige Silk Embroidered Saree With Green Blouse,silk saree with blouse,copy,beige - green,Store_A
10091,Beige Soft Luckhnowi Rich Pallu weaving Linen Saree,linen saree,beige-soft-luckhnowi-rich-pallu-weaving-linen-saree,beige,Store_A
10092,Beige Super Soft Light Cream Tissue Woven  Silk Saree With Blouse,silk saree with blouse,beige-super-soft-light-cream-tissue-woven-banarasi-silk-saree-with-blouse,beige - light - cream,Store_A
10093,Berry Black Kashmiri Modal Handloom Weaving Saree,saree,berry-black-kashmiri-modal-handloom-weaving-saree,black,Store_A
10094,Berry Blue Banarasi Silk Saree With Matching Blue Blouse,silk saree with blouse,copy-of-charcoal-black-banarasi-silk-saree-with-matching-black-blouse,blue - blue,Store_A
10095,Berry Navy Blue Printed Woven Paithani Silk Saree With Blouse,silk saree with blouse,berry-navy-blue-printed-woven-paithani-silk-saree-with-blouse,navy - blue,Store_A
10096,Berry Red Colour 3D Chiffon Saree With Sequence Blouse,saree with blouse,berry-red-colour-3d-velvet-chiffon-saree-with-sequence-blouse,red,Store_A
10097,Berry Red Tussar Silk Copper Zari Weaving Saree,silk saree,berry-red-tussar-silk-copper-zari-weaving-saree,red - copper,Store_A
10098,Biege Model Squins Weaving Value Added Woven saree,saree,biege-model-squins-weaving-value-added-woven-saree,biege,Store_A
10099,Birch Off-white and Red Zari Woven Kanjivaram Saree With Blouse,saree with blouse,birch-off-white-and-maroon-zari-woven-kanjivaram-saree-with-blouse,red,Store_A
10100,Black & Gold Zari Woven Kanjivaram Saree With Blouse,saree with blouse,black-gold-zari-woven-kanjivaram-saree-with-blouse,black - gold,Store_A
10101,Black Banarasi tussar silk paithani saree,silk saree,black-banarasi-tussar-silk-paithani-saree,black,Store_A
10102,Black Color Exclusive Zari Border Saree With Woven Pallu,saree with border,black-color-exclusive-zari-border-saree-with-woven-pallu,black - color,Store_A
10103,Black Color Golden Checks Design Soft Raw Silk Saree,silk saree,black-color-chex-design-soft-raw-silk-saree,black - color - golden,Store_A
10104,Black Color Handloom Weaving Silk with Gotta lace border,silk with border,black-color-handloom-weaving-silk-with-gotta-lace-border,black - color,Store_A
10105,Black Color Polka dot Pure Sattin Crepe Saree And Digital print Blouse,saree with blouse,black-color-polka-dot-pure-sattin-crepe-saree-and-digital-print-blouse,black - color,Store_A
10106,Black Current Kashmiri Modal Handloom Weaving Saree,saree,black-current-kashmiri-modal-handloom-weaving-saree,black,Store_A
10107,Black Pure Jacquard With Beautiful Tassels Wedding Wear Saree,saree,black-pure-jacquard-with-beautiful-tassels-wedding-wear-saree,black,Store_A
10108,Black Soft banarasi katan silk saree,silk saree,black-soft-banarasi-katan-silk-saree,black,Store_A
10109,Black Soft Kanchipuram Silk With Fancy Tassels Saree,silk saree,black-soft-kanchipuram-silk-with-fancy-tassels-saree,black,Store_A
10110,Black Soft Linen Cotton With Beautiful Kalamkari Print Saree,linen cotton saree,gray-soft-linen-cotton-with-beautiful-kalamkari-print-saree,black,Store_A
10111,Black Tussar silk Pure Paithani With Pure Zari Woven Border Saree,silk saree with border,black-tussar-silk-pure-paithani-with-pure-zari-woven-border,black,Store_A
10112,Blonde Gold Kanjivaram Silk Saree With Zari Border Blouse,silk saree with border and blouse,blonde-yellow-kanjivaram-silk-saree-with-zari-border-blouse,gold,Store_A
10113,Blonde Yellow Lucknowi Work Silk Saree With Designer Blouse,silk saree with blouse,blonde-yellow-lucknowi-work-cotton-silk-saree-with-designer-blouse,yellow,Store_A
10114,Blood Red & Golden Zari Woven Kanjivaram Saree With Blouse,saree with blouse,blood-red-golden-zari-woven-kanjivaram-saree-with-blouse,red - golden,Store_A
10115,Blood Red Bandhani Design Soft Kanjivaram Silk Saree,silk saree,blood-red-bandhani-design-soft-kanjivaram-silk-saree,red,Store_A
10116,Blooming Hot Pink Kanjivaram Silk Saree With Blouse,silk saree with blouse,blooming-hot-pink-kanjivaram-silk-saree-with-blouse,pink,Store_A
10117,Blooming Sky Blue Lenen Silk Saree With Blouse,silk saree with blouse,blooming-sky-blue-lenen-silk-saree-with-blouse,blue,Store_A
10118,Blue Banarasi Soft Silk Paithani Saree,silk saree,blue-banarasi-soft-silk-paithani-saree,blue,Store_A
10119,Blue Banarasi Soft Silk Paithani With Zari Border Saree,silk saree with border,blue-banarasi-soft-silk-paithani-with-zari-border-saree,blue,Store_A
10120,Blue Banarasi tussar silk paithani saree,silk saree,blue-banarasi-tussar-silk-paithani-saree,blue,Store_A
10121,Blue color 3D Chiffon Saree With Sequence Blouse,saree with blouse,blue-color-3d-velvet-chiffon-saree-with-sequence-blouse,blue - color,Store_A
10122,Blue Flower Designed  Soft Banarasi Katan Silk Saree,silk saree,flower-designed-soft-banarasi-katan-silk-saree,blue,Store_A
10123,Blue Golden Zari Weaving Banarasi Silk Saree,silk saree,blue-golden-zari-weaving-banarasi-silk-saree,blue - golden,Store_A
10124,Blue Handloom Zari Weaving Silk Saree With Blouse,silk saree with blouse,copy-of-fuscia-pink-handloom-zari-weaving-silk-saree-with-blouse,blue,Store_A
10125,Blue Linen Silk Saree With Zari Woven Pallu & Border With Blouse,linen silk saree with border and blouse,silk-saree-with-silver-gold-zari-woven-and-handmaded-zari-pallu-5,blue,Store_A
10126,Blue Patola Gold Zari Weaving Silk Saree,silk saree,copy-of-green-patola-gold-zari-weaving-silk-saree,blue - gold,Store_A
10127,Blue Pure Banarasi Silk Bandhani Type Saree,silk saree,blue-pure-banarasi-silk-bandhani-type-saree,blue,Store_A
10128,Blue Pure Jacquard With Beautiful Tassels Wedding Wear Saree,saree,blue-pure-jacquard-with-beautiful-tassels-wedding-wear-saree,blue,Store_A
10129,Blue Pure Linen Saree With Different Beautiful Designs Saree,linen saree,blue-pure-linen-saree-with-different-beautiful-designs-saree,blue,Store_A
10130,Blue Sambalpuri Cotton With Resham Woven Butti Saree,cotton saree,blue-sambalpuri-cotton-with-resham-woven-butti-saree,blue,Store_A
10131,Blue Soft banarasi katan silk saree,silk saree,blue-soft-banarasi-katan-silk-saree,blue,Store_A
10132,Blue Soft Silk Minakari Zari Woven Saree,silk saree,blue-soft-silk-minakari-zari-woven-saree,blue,Store_A
10133,Blue Tassar silk Weaving With Beautiful Zari Border Saree,silk saree with border,blue-tassar-silk-weaving-with-beautiful-zari-border-saree,blue,Store_A
10134,Blue Tussar silk Pure Paithani With Pure Zari Woven Border Saree,silk saree with border,blue-tussar-silk-pure-paithani-with-pure-zari-woven-border,blue,Store_A
10135,Blue Tussar Silk Saree With Ikkat Woven Border and Fancy Pallu,silk saree with border,tussar-silk-saree-with-ikkat-woven-border-and-fancy-pallu,blue,Store_A
10136,Blue woven banarasi silk designer traditional saree,silk saree,blue-woven-banarasi-silk-designer-traditional-saree,blue,Store_A
10137,Blush Pink Banarasi Silk Saree with beautiful Meenakari pallu and border,silk saree with border,copy-of-dark-pink-banarasi-silk-saree-with-beautiful-meenakari-pallu-and-border-1,pink,Store_A
10138,Blush Pink Banarasi Wedding Saree with Matching Blouse,saree with blouse,banarasi-weaving-silk-saree-with-matching-blouse,pink,Store_A
10139,Bone White Color Soft Kanjivaram Silk Saree with Matching Blouse,silk saree with blouse,bone-white-color-soft-kanjivaram-silk-saree-with-matching-blouse,white - color,Store_A
10140,Bone White Soft Kanjivaram Saree with Flower Design Border,saree with border,french-white-soft-kanjivaram-saree-with-flower-design-border,white,Store_A
10141,Brasso Silk Corn Yellow And Sky color saree with Work Blouse,silk saree with blouse,brasso-silk-saree-with-work-blouse,yellow - color,Store_A
10142,Brinjal Colour Soft Handloom Zari Weaving Silk Saree,silk saree,copy-of-cream-colour-soft-handloom-zari-weaving-silk-saree,brinjal,Store_A
10143,Brink Pink Soft Tissue Silk Saree With Banarasi Border and Green Blouse,silk saree with border and blouse,soft-tissue-silk-saree-with-banarasi-border-and-red-blouse,pink - green,Store_A
10144,British Racing Green Paithani Silk Saree in Patched Border with Unique Latkan,silk saree with border,british-racing-green-paithani-silk-saree-in-patched-border-with-unique-latkan,green,Store_A
10145,Brown Pure Linen Saree With Different Beautiful Designs Saree,linen saree,brown-pure-linen-saree-with-different-beautiful-designs-saree,brown,Store_A
10146,Bumblebee Yellow Silk Saree with Floral Woven Border and Pallu,silk saree with border,silk-saree-with-floral-woven-border-and-pallu-1,yellow,Store_A
10147,Burgundy Color multy Design Brasso Silk saree with Work Blouse,silk saree with blouse,burgundy-color-multy-design-brasso-silk-saree-with-work-blouse,color - multy,Store_A
10148,Butter Yellow Embroidered Saree with Green Designer Blouse,saree with blouse,copy-of-softwhest-cream-silk-embroidered-saree-with-designer-blouse,yellow - green,Store_A
10149,Butterfly Sky Golden Zari Shine Soft Kanjivaram Silk Wedding Saree,silk saree,butterfly-sky-golden-zari-shine-soft-kanjivaram-silk-wedding-saree-with-blouse,golden,Store_A
10150,Cadet Blue Tessar Silk Weaving Saree,silk saree,cadet-blue-tessar-silk-weaving-saree,blue,Store_A
10151,Canary Yellow and Golden Zari Woven Pure Silk Saree With Brown Blouse,silk saree with blouse,and-golden-zari-woven-pure-silk-saree-with-pink-blouse,yellow - golden - brown,Store_A
10152,Canary Yellow Soft Tissue Silk Saree With Banarasi Border and Red Blouse,silk saree with border and blouse,yellow-soft-tissue-silk-saree-with-banarasi-border-and-red-blouse,yellow - red,Store_A
10153,Candy Red Banarasi Wedding Saree with Matching Blouse,saree with blouse,color-soft-handloom-weaving-silk-saree-with-blouse,red,Store_A
10154,Candy Red Handloom Zari Weaving Silk Saree With Blouse,silk saree with blouse,copy-of-purple-handloom-zari-weaving-silk-saree-with-blouse,red,Store_A
10155,Cantaloupe Orange Banarasi Cotton with Chikankari lakhnavi Weaving Saree,cotton saree,cantaloupe-orange-banarasi-cotton-with-chikankari-lakhnavi-weaving-saree,orange,Store_A
10156,Cantaloupe Orange Zari Butta Pure Satin Weaving Silk Sarees With Matching Blouse,satin silk sarees with blouse,copy-of-pistachio-green-zari-butta-pure-satin-weaving-silk-sarees-with-matching-blouse,orange,Store_A
10157,Carrot Orange Bandhani Design Silk Saree With Embroidery Work Blouse,silk saree with blouse,bandhani-design-silk-saree-with-embroidery-work-blouse-8,orange,Store_A
10158,Cerise Pink & Golden Zari Waving Kanjivaram Saree,saree,ceris-pink-golden-zari-woven-kanjivaram-saree-with-blouse,pink - golden,Store_A
10159,Cerulean Blue and Golden Zari Woven Pure Silk Saree With Orange Blouse,silk saree with blouse,and-golden-zari-woven-pure-silk-saree-with-brown-blouse,blue - golden - orange,Store_A
10160,Cerulean Blue Colour Soft Handloom Zari Weaving Silk Saree,silk saree,copy-of-pure-green-colour-paithani-saree-with-maroon-worked-blouse,blue,Store_A
10161,Cerulean Blue Silver and Gold Zari Weaved Silk Saree,silk saree,cerulean-blue-silver-and-gold-zari-weaved-kanchipuram-silk-saree,blue - silver - gold,Store_A
10162,Charcoal Black & Golden Zari Banarasi Silk Saree With Blouse,silk saree with blouse,kaarika,charcoal - black - golden,Store_A
10163,Charcoal Black & Golden Zari Woven Kanjivaram Silk  Saree With Blouse,silk saree with blouse,charcoal-black-golden-zari-woven-kanjivaram-silk-saree-with-blouse,charcoal - black - golden,Store_A
10164,Charcoal Black Banarasi Silk Saree With Matching Black Blouse,silk saree with blouse,copy-of-forest-green-kanjivaram-saree-with-matching-green-blouse,charcoal - black - black,Store_A
10165,Charming Optic Green Woven Patola Silk Saree with Classic Border,silk saree with border,charming-optic-green-woven-patola-silk-saree-with-classic-border,green,Store_A
10166,Cherry Red Kanjivaram Saree With Matching Red Blouse,saree with blouse,cherry-red-kanjivaram-saree-with-matching-red-blouse,red - red,Store_A
10167,Cherry Red Woven Kanjivaram Wedding Saree,saree,cherry-red-woven-kanjivaram-wedding-saree,red,Store_A
10168,Cherry Red Zari Butta Linen Silk Saree With Blouse,linen silk saree with blouse,graceful-lenen-silk-saree-with-blouse,red,Store_A
10169,Chestnut Brown Colour 3D Chiffon Saree With Sequence Blouse,saree with blouse,chestnut-brown-colour-3d-velvet-chiffon-saree-with-sequence-blouse,brown,Store_A
10170,Chiffon Cream Handloom Weaving Silk with Gotta lace border,silk with border,copy-of-gray-color-handloom-weaving-silk-with-gotta-lace-border,cream,Store_A
10171,Chikoo and Maroon Combination Brasso Silk saree with Work Blouse,silk saree with blouse,chikoo-and-maroon-combination-brasso-silk-saree-with-work-blouse,maroon,Store_A
10172,Chikoo Color Paithani Silk Woven Pallu Saree With Designer Blouse,silk saree with blouse,paithani-silk-woven-pallu-saree-with-designer-blouse,color,Store_A
10173,Chikoo color Soft Linen with Lucknowi weaving Border and Gota patti work,linen border patti,chikoo-color-soft-linen-with-lucknowi-weaving-border-and-gota-patti-work,color,Store_A
10174,Chiku Color Linen Silk Saree With Woven Butti Pallu and Blouse,linen silk saree with blouse,pure-linen-silk-saree-with-woven-pallu-and-woven-butti,color,Store_A
10175,Chiku Colour  Tassar Silk Weaving Saree With Beautiful Zari Woven Work,silk saree,copy-of-basil-green-tassar-silk-weaving-saree-with-beautiful-zari-woven-work,other,Store_A
10176,Chiku Linen Silk Saree With Zari Woven Pallu & Border With Blouse,linen silk saree with border and blouse,linen-silk-saree-with-zari-woven-pallu-border-with-blouse,other,Store_A
10177,Closet mix Off-white and Pink Silk Saree With Blouse,silk saree with blouse,closet-mix-off-white-and-pink-silk-saree-with-blouse,pink,Store_A
10178,Closet mix Off-white and Pink Zari Border Saree With Blouse,saree with border and blouse,closet-mix-off-white-and-pink-zari-border-saree-with-blouse,pink,Store_A
10179,Coal Black Silver and Gold Zari Weaved Silk Saree,silk saree,coal-black-silver-and-gold-zari-weaved-silk-saree,black - silver - gold,Store_A
10180,Coffee Color  Linen Cotton saree with Beautiful Digital print and Zari Lining Pallu,linen cotton saree,soft-linen-cotton-saree-with-beautiful-digital-print-and-zari-lining-all-over-with-tassels-at-pallu,coffee - color,Store_A
10181,Coffee Sambalpuri Cotton With Fancy Tassels Saree,cotton saree,coffee-sambalpuri-cotton-with-fancy-tassels-saree,coffee,Store_A
10182,Coffee Tassar silk Weaving With Beautiful Zari Border Saree,silk saree with border,coffee-tassar-silk-weaving-with-beautiful-zari-border-saree,coffee,Store_A
10183,Coin Gray Banarasi Cotton with Chikankari lakhnavi Weaving Saree,cotton saree,coin-gray-banarasi-cotton-with-chikankari-lakhnavi-weaving-saree,gray,Store_A
10184,Coin Gray Golden Checks Design Soft Raw Silk Saree,silk saree,coin-gray-golden-chex-design-soft-raw-silk-saree,gray - golden,Store_A
10185,Coin Gray Handloom Zari Weaving Silk Saree With Woven Border,silk saree with border,coin-gray-handloom-zari-weaving-silk-saree-with-woven-border,gray,Store_A
10186,Coin Grey Pure Paithani  Silk Saree With Silver Zari Border Blouse,silk saree with border and blouse,coin-grey-pure-paithani-silk-saree-with-silver-zari-weaving-border-blouse,grey - silver,Store_A
10187,Cookie Dough Zari Base Handloom Weaving Saree,saree,attractive-cream-zari-base-handloom-weaving-saree,other,Store_A
